# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select r.*, G.* from gw_reflist r right join gw_gwdd g on g.edit_table_nm = r.gw_ed_tbl_nm ' |# 02/19/2019 21:10:55, llorzol
#
gw_ed_tbl_nm	gw_ref_cd	gw_ref_nm	gw_sort_nu	gw_ref_ds	gw_valid_fg	parameter_cd	parameter_nm	col_width_nu	parameter_tp	parameter_var_nm	mtrc_unit_fc	mtrc_unit_prec_fc	insert_file_nm	insert_subfile_nm	start_byte_nu	parameter_len_nu	parameter_ptr_va	sig_fig_vector_tx	mandatory_fg	special_test_nu	edit_table_nm	head_1_tx	head_2_tx	head_3_tx	english_unit_tx	metric_unit_tx	missing_tx	reflist_insert_cd	reflist_update_cd	reflist_check_cd	valid_codes_nu	edit_table_nm_len_nu	record_type_nu	sub_record_type_nu	edit_option_tx	district_default_opt_nu	district_default_tx	table_nm	column_nm	gwdd_mn	gwdd_md
24s	128s	16s	9n	255s	1s	5s	50s	9n	2s	32s	8s	2s	32s	32s	9n	9n	5s	10s	1s	9n	24s	32s	32s	32s	32s	32s	32s	1s	1s	1s	9n	9n	9n	9n	6s	9n	128s	32s	32s	8s	25d
mmtime	0000	Minimum-	1	 time	Y	C492	Test Start Time	5	32	HYTTIM	 0	 0	TEST	RSIT	45	4	 0		N	0	mmtime		TEST	START	TIME	TIME	--	2	2	2	-3	6	6	3	YYYYYY	0		gw_result_site_##	test_start_dt	nwis	20-NOV-2018 20:48:11
						C493	Test method code	6	25	HYRMCD	 0	 0	TEST	RSIT	51	5	 0		Y	0	hyrmcd		 TEST	METHOD	 CODE	 CODE	--	6	6	6	0	6	6	3	YYYYYY	0		gw_result_site_##	meth_cd	nwis	20-NOV-2018 20:48:11
hyrdtp	MATRIC.POT	Matric potential	9	 or pressure	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	TAPE.READ	Tape Read Extens	18	Measuring tape on extensometer	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	DIAL.GAUGE	Dial Gauge Exten	6	Dial gauge on extensometer	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	WT.WC	W Content Weight	28	W Content Weight	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	WATER.POTEN	Water Potential	27	Water Potential	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	WATER.POR	Water-filled Por	26	Water-filled Porosity	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	VOL.WC	W Content Volume	25	W Content Volume	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	UNS.VERT.COND	Unsat Vert Cond	24	Unsat Vert Cond	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	UNS.HORZ.COND	Unsat Horiz Cond	23	Unsat Horiz Cond	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	TRANSMISS	Transmissivity	20	Transmissivity	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	TOTAL.POR	Total Porosity	19	Total Porosity	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	T.YY	Minor Axis Trans	17	Minor Axis Transmissivity	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	T.XX	Major Axis Trans	16	Major Axis Transmissivity	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	STOR.COEF	Storage Coef	15	Storage Coefficient	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	SPEC.YIELD	Specific Yield	14	Specific Yield	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	SPEC.STOR	Specific Storage	13	Specific Storage	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	SPEC.CAP	Specific Capac	12	Specific Capacity	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	SAT.VOL.WC	Sat Water Volume	11	Sat Water Volume	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	SAT.VERT.COND	Sat Vert Cond	22	Sat Vert Cond	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	SAT.HORZ.COND	Sat Horiz Cond	21	Sat Horiz Cond	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	PUMP.RT	Pumping Rate	10	Pumping Rate	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	PUMP.DURATION	Pump Duration	29	Pump Duration	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	LEAKANCE	Leakance	8	Leakance	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	HYD.DIFF	Hydraulic Diff	7	Hydraulic Diffusivity	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	BULK.DENS	Bulk Density	5	Bulk Density	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	BEAR.ANGLE	Bearing Angle	4	Bearing Angle	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	BAROM.EFF	Barometric Eff	3	Barometric Efficiency	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	AIR.POR	Air-filled Por	2	Air-filled Porosity	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
hyrdtp	AIR.PERM	Air Permeability	1	Air Permeability	Y	C494	Test data type	4	25	HYRDTP	 0	 0	TEST	RSIT	56	13	 0		Y	0	hyrdtp		TEST	DATA	TYPE	TYPE	--	6	6	6	29	6	6	3	YYYYYY	0		gw_result_site_##	data_tp	nwis	20-NOV-2018 20:48:11
siwlsc	Z	Other	10	Other source (explain in remarks).	Y	C495	Result source code	6	21	HYRSRC	 0	 0	TEST	RSLT	185	1	 0		Y	0	siwlsc		RESULT	SOURCE	 CODE	 CODE	--	9	9	6	10	6	6	2	YYYYNN	0		gw_result_##	gw_result_src_cd	nwis	20-NOV-2018 20:48:11
siwlsc	U	Unknown	9	Source is unknown.	N	C495	Result source code	6	21	HYRSRC	 0	 0	TEST	RSLT	185	1	 0		Y	0	siwlsc		RESULT	SOURCE	 CODE	 CODE	--	9	9	6	10	6	6	2	YYYYNN	0		gw_result_##	gw_result_src_cd	nwis	20-NOV-2018 20:48:11
siwlsc	S	Reporting Agency	8	Measured by personnel of reporting agency.	Y	C495	Result source code	6	21	HYRSRC	 0	 0	TEST	RSLT	185	1	 0		Y	0	siwlsc		RESULT	SOURCE	 CODE	 CODE	--	9	9	6	10	6	6	2	YYYYNN	0		gw_result_##	gw_result_src_cd	nwis	20-NOV-2018 20:48:11
siwlsc	R	Other Reported	7	Reported by person other than the owner, driller, or another government agency.	Y	C495	Result source code	6	21	HYRSRC	 0	 0	TEST	RSLT	185	1	 0		Y	0	siwlsc		RESULT	SOURCE	 CODE	 CODE	--	9	9	6	10	6	6	2	YYYYNN	0		gw_result_##	gw_result_src_cd	nwis	20-NOV-2018 20:48:11
siwlsc	O	Owner	6	Reported by owner of well.	Y	C495	Result source code	6	21	HYRSRC	 0	 0	TEST	RSLT	185	1	 0		Y	0	siwlsc		RESULT	SOURCE	 CODE	 CODE	--	9	9	6	10	6	6	2	YYYYNN	0		gw_result_##	gw_result_src_cd	nwis	20-NOV-2018 20:48:11
siwlsc	M	Memory	5	Memory (owner, operator, driller).	Y	C495	Result source code	6	21	HYRSRC	 0	 0	TEST	RSLT	185	1	 0		Y	0	siwlsc		RESULT	SOURCE	 CODE	 CODE	--	9	9	6	10	6	6	2	YYYYNN	0		gw_result_##	gw_result_src_cd	nwis	20-NOV-2018 20:48:11
siwlsc	L	Geophysical Log	4	Depth interpreted from geophysical logs by personnel of source agency.	Y	C495	Result source code	6	21	HYRSRC	 0	 0	TEST	RSLT	185	1	 0		Y	0	siwlsc		RESULT	SOURCE	 CODE	 CODE	--	9	9	6	10	6	6	2	YYYYNN	0		gw_result_##	gw_result_src_cd	nwis	20-NOV-2018 20:48:11
siwlsc	G	Geologist	3	Private geologist-consultant or university associate.	Y	C495	Result source code	6	21	HYRSRC	 0	 0	TEST	RSLT	185	1	 0		Y	0	siwlsc		RESULT	SOURCE	 CODE	 CODE	--	9	9	6	10	6	6	2	YYYYNN	0		gw_result_##	gw_result_src_cd	nwis	20-NOV-2018 20:48:11
siwlsc	D	Driller's Log	2	From driller's log or report.	Y	C495	Result source code	6	21	HYRSRC	 0	 0	TEST	RSLT	185	1	 0		Y	0	siwlsc		RESULT	SOURCE	 CODE	 CODE	--	9	9	6	10	6	6	2	YYYYNN	0		gw_result_##	gw_result_src_cd	nwis	20-NOV-2018 20:48:11
siwlsc	A	Other Gov't	1	Reported by another government agency (do not use "A" if reported by owner, use "O").	Y	C495	Result source code	6	21	HYRSRC	 0	 0	TEST	RSLT	185	1	 0		Y	0	siwlsc		RESULT	SOURCE	 CODE	 CODE	--	9	9	6	10	6	6	2	YYYYNN	0		gw_result_##	gw_result_src_cd	nwis	20-NOV-2018 20:48:11
						C496	Result source agency	6	22	HYRSAG	 0	 0	TEST	RSLT	186	5	 0		X	74	sagncy		RESULT	SOURCE	AGENCY	AGENCY	--	2	2	2	0	6	6	2	YYYYNY	0		gw_result_##	gw_result_agency_cd	nwis	20-NOV-2018 20:48:11
mmdate	16000101	Minimum-	1	 date	Y	C497	Result approval date	8	31	HYRADT	 0	 0	TEST	RSLT	191	8	 0		N	65	mmdate		 RESULT	APPROVAL	  DATE	  DATE	--	6	6	6	-1	6	6	2	YYYYYY	0		gw_result_##	gw_result_approval_dt	nwis	20-NOV-2018 20:48:11
dateac	Y	Year	3	Date is accurate to the Year	Y	C498	Result approval date accuracy	8	21	HYRDSG	 0	 0	TEST	RSLT	199	1	 0		N	0	dateac	 RESULT	APPROVAL	  DATE	ACCURACY	ACCURACY	--	6	6	6	3	6	6	2	YYYYNN	0		gw_result_##	gw_result_approval_sg	nwis	20-NOV-2018 20:48:11
dateac	M	Month	2	Date is accurate to the Month	Y	C498	Result approval date accuracy	8	21	HYRDSG	 0	 0	TEST	RSLT	199	1	 0		N	0	dateac	 RESULT	APPROVAL	  DATE	ACCURACY	ACCURACY	--	6	6	6	3	6	6	2	YYYYNN	0		gw_result_##	gw_result_approval_sg	nwis	20-NOV-2018 20:48:11
dateac	D	Day	1	Date is accurate to the Day	Y	C498	Result approval date accuracy	8	21	HYRDSG	 0	 0	TEST	RSLT	199	1	 0		N	0	dateac	 RESULT	APPROVAL	  DATE	ACCURACY	ACCURACY	--	6	6	6	3	6	6	2	YYYYNN	0		gw_result_##	gw_result_approval_sg	nwis	20-NOV-2018 20:48:11
						C499	Related site agency code	7	22	HYSAGY	 0	 0	TEST	RSIT	69	5	 0		Y	0	sagncy	RELATED	 SITE	AGENCY	 CODE	 CODE	--	6	6	6	0	6	6	3	YYYYNY	0		gw_result_site_##		nwis	20-NOV-2018 20:48:11
						C500	Related site station number	7	22	HYSID	 0	 0	TEST	RSIT	74	15	 0		Y	1	sid	RELATED	 SITE	STATION	NUMBER	NUMBER	--	6	6	6	0	3	6	3	YYYYYN	0		gw_result_site_##		nwis	20-NOV-2018 20:48:11
mmdacy	s	Second	6	Date is accurate to the second	Y	C501	Test date accuracy	8	23	HYTDSG	 0	 0	TEST	TEST	89	1	 0		Y	0	mmdacy	  TEST	 START	  DATE	ACCURACY	ACCURACY	--	6	6	6	6	6	6	1	YYYYYY	0		test_##	test_start_dt_acy_cd	nwis	20-NOV-2018 20:48:11
mmdacy	m	Minute	5	Date is accurate to the minute	Y	C501	Test date accuracy	8	23	HYTDSG	 0	 0	TEST	TEST	89	1	 0		Y	0	mmdacy	  TEST	 START	  DATE	ACCURACY	ACCURACY	--	6	6	6	6	6	6	1	YYYYYY	0		test_##	test_start_dt_acy_cd	nwis	20-NOV-2018 20:48:11
mmdacy	h	Hour	4	Date is accurate to the hour	Y	C501	Test date accuracy	8	23	HYTDSG	 0	 0	TEST	TEST	89	1	 0		Y	0	mmdacy	  TEST	 START	  DATE	ACCURACY	ACCURACY	--	6	6	6	6	6	6	1	YYYYYY	0		test_##	test_start_dt_acy_cd	nwis	20-NOV-2018 20:48:11
mmdacy	Y	Year	3	Date is accurate to the year	Y	C501	Test date accuracy	8	23	HYTDSG	 0	 0	TEST	TEST	89	1	 0		Y	0	mmdacy	  TEST	 START	  DATE	ACCURACY	ACCURACY	--	6	6	6	6	6	6	1	YYYYYY	0		test_##	test_start_dt_acy_cd	nwis	20-NOV-2018 20:48:11
mmdacy	M	Month	2	Date is accurate to the month	Y	C501	Test date accuracy	8	23	HYTDSG	 0	 0	TEST	TEST	89	1	 0		Y	0	mmdacy	  TEST	 START	  DATE	ACCURACY	ACCURACY	--	6	6	6	6	6	6	1	YYYYYY	0		test_##	test_start_dt_acy_cd	nwis	20-NOV-2018 20:48:11
mmdacy	D	Day	1	Date is accurate to the day	Y	C501	Test date accuracy	8	23	HYTDSG	 0	 0	TEST	TEST	89	1	 0		Y	0	mmdacy	  TEST	 START	  DATE	ACCURACY	ACCURACY	--	6	6	6	6	6	6	1	YYYYYY	0		test_##	test_start_dt_acy_cd	nwis	20-NOV-2018 20:48:11
						C502	Test start time datum	5	22	HYTTDM	 0	 0	TEST	TEST	90	6	 0		X	69	time_datum	TEST	BEGIN	TIME	DATUM	DATUM	--	6	6	6	0	10	6	1	YYYYNY	0		test_##	test_start_tz_cd	nwis	20-NOV-2018 20:48:11
						C503	Test end time datum	5	22	HYTEDM	 0	 0	TEST	TEST	156	6	 0		X	70	time_datum	TEST	 END	TIME	DATUM	DATUM	--	6	6	6	0	10	6	1	YYYYNY	0		test_##	test_end_tz_cd	nwis	20-NOV-2018 20:48:11
						C504	Related site remarks	7	23	HYSRMK	 0	 0	TEST	RSIT	141	128	 0		N	0	hysrmk		RELATED	 SITE	REMARK	REMARK	--	2	2	2	0	6	6	3	YYYYNN	0		gw_result_site_##	gw_result_site_rmk_tx	nwis	20-NOV-2018 20:48:11
						C702	Date and time DISC record last updated (UTC)	11	33	DIUPDT			DISC	none	62	14			N	0		 DATE/TIME	DISC RECORD	  UPDATED	   (UTC)	   (UTC)	--	2	2	2	0	0	4	0	YYYYYY	0		gw_disc_##	disc_md	nwis	20-NOV-2018 20:48:11
ditype	P	Pump	2	Pump	Y	C703	Discharge type	9	21	DITYPE	 0	 0	DISC	none	77	1	 0		Y	0	ditype			 TYPE OF	DISCHARGE	DISCHARGE	--	6	6	6	2	6	4	0	YYYYNY	0		gw_disc_##	disc_tp	nwis	20-NOV-2018 20:48:11
ditype	F	Flow	1	Flow	Y	C703	Discharge type	9	21	DITYPE	 0	 0	DISC	none	77	1	 0		Y	0	ditype			 TYPE OF	DISCHARGE	DISCHARGE	--	6	6	6	2	6	4	0	YYYYNY	0		gw_disc_##	disc_tp	nwis	20-NOV-2018 20:48:11
mgdndt	WL	Water Level	2	Water Level	Y	C706	Network data type	4	21	MGDNDT	 0	 0	MISC	NETW	78	2	 0		Y	0	mgdndt			DATA	TYPE	TYPE	--	6	6	6	3	6	3	9	YYYYNY	0		gw_netw_##	netw_cd	nwis	20-NOV-2018 20:48:11
mgdndt	WD	Pumpng/Withdrwl	3	Pumping or Withdrawal	Y	C706	Network data type	4	21	MGDNDT	 0	 0	MISC	NETW	78	2	 0		Y	0	mgdndt			DATA	TYPE	TYPE	--	6	6	6	3	6	3	9	YYYYNY	0		gw_netw_##	netw_cd	nwis	20-NOV-2018 20:48:11
mgdndt	QW	Water Quality	1	Water Quality	Y	C706	Network data type	4	21	MGDNDT	 0	 0	MISC	NETW	78	2	 0		Y	0	mgdndt			DATA	TYPE	TYPE	--	6	6	6	3	6	3	9	YYYYNY	0		gw_netw_##	netw_cd	nwis	20-NOV-2018 20:48:11
						C707	Date and time OBS record last updated (UTC)	10	33	HDUPDT			OBS	none	54	14			N	0		DATE/TIME	OBS RECORD	 UPDATED	  (UTC)	  (UTC)	--	2	2	2	0	0	8	0	YYYYYY	0		gw_obs_##	obs_md	nwis	20-NOV-2018 20:48:11
mgdnt1	4	Cooperator	4	Cooperator	Y	C708	Network secondary	9	22	MGDNT2	 0	 0	MISC	NETW	103	1	 0		N	0	mgdnt1			 NETWORK	SECONDARY	SECONDARY	--	2	2	2	4	6	3	9	YYYYNN	0		gw_netw_##	netw_2_cd	nwis	20-NOV-2018 20:48:11
mgdnt1	3	Project	3	Project	Y	C708	Network secondary	9	22	MGDNT2	 0	 0	MISC	NETW	103	1	 0		N	0	mgdnt1			 NETWORK	SECONDARY	SECONDARY	--	2	2	2	4	6	3	9	YYYYNN	0		gw_netw_##	netw_2_cd	nwis	20-NOV-2018 20:48:11
mgdnt1	2	District	2	District	Y	C708	Network secondary	9	22	MGDNT2	 0	 0	MISC	NETW	103	1	 0		N	0	mgdnt1			 NETWORK	SECONDARY	SECONDARY	--	2	2	2	4	6	3	9	YYYYNN	0		gw_netw_##	netw_2_cd	nwis	20-NOV-2018 20:48:11
mgdnt1	1	National	1	National	Y	C708	Network secondary	9	22	MGDNT2	 0	 0	MISC	NETW	103	1	 0		N	0	mgdnt1			 NETWORK	SECONDARY	SECONDARY	--	2	2	2	4	6	3	9	YYYYNN	0		gw_netw_##	netw_2_cd	nwis	20-NOV-2018 20:48:11
mmtime	2359	Maximum+	2	 time	Y	C709	Measurement time	11	32	WLTIME	 0	 0	LEV	none	29	4	 0		N	50	mmtime			MEASUREMENT	   TIME	   TIME	--	3	6	3	-3	6	7	0	YYYYNY	0		gw_lev_##	lev_tm	nwis	20-NOV-2018 20:48:11
mmtime	0000	Minimum-	1	 time	Y	C709	Measurement time	11	32	WLTIME	 0	 0	LEV	none	29	4	 0		N	50	mmtime			MEASUREMENT	   TIME	   TIME	--	3	6	3	-3	6	7	0	YYYYNY	0		gw_lev_##	lev_tm	nwis	20-NOV-2018 20:48:11
						C710	Date and time LEV record last updated (UTC)	10	33	WLUPDT			LEV	none	70	14			N	0		DATE/TIME	LEV RECORD	 UPDATED	  (UTC)	  (UTC)	--	2	2	2	0	0	7	0	YYYYYY	0		gw_lev_##	lev_md	nwis	20-NOV-2018 20:48:11
mmdate	16000101	Minimum-	1	 date	Y	C711	Date site established/inventoried	12	31	SINVDT	 0	 0	SITE	none	414	8	 0		N	15	mmdate		 DATE SITE	ESTABLISHED/	INVENTORIED	INVENTORIED	--	2	2	2	-1	6	1	0	YYYYYN	0		sitefile_##	inventory_dt	nwis	20-NOV-2018 20:48:11
						C712	Data availability in other Ground Water files	12	21	SGWFLE	 0	 0	SITE	none	446	30	 0		N	0		    DATA	AVAILABLITIY	  IN OTHER	  GW FILES	  GW FILES	--	2	2	2	0	0	1	0	YYYYYY	0		sitefile_##	gw_file_cd	nwis	20-NOV-2018 20:48:11
saqtyp	X	Mixed Multiple	5	Mixed (confined and unconfined) multiple aquifers	Y	C713	Aquifer type code	7	21	SAQTYP	 0	 0	SITE	none	493	1	 0		N	0	saqtyp			AQUIFER	 TYPE	 TYPE	--	2	2	2	5	6	1	0	YYYYNY	0		sitefile_##	aqfr_type_cd	nwis	20-NOV-2018 20:48:11
saqtyp	U	Unconf Single	1	Unconfined single aquifer	Y	C713	Aquifer type code	7	21	SAQTYP	 0	 0	SITE	none	493	1	 0		N	0	saqtyp			AQUIFER	 TYPE	 TYPE	--	2	2	2	5	6	1	0	YYYYNY	0		sitefile_##	aqfr_type_cd	nwis	20-NOV-2018 20:48:11
saqtyp	N	Unconf Multiple	2	Unconfined multiple aquifer	Y	C713	Aquifer type code	7	21	SAQTYP	 0	 0	SITE	none	493	1	 0		N	0	saqtyp			AQUIFER	 TYPE	 TYPE	--	2	2	2	5	6	1	0	YYYYNY	0		sitefile_##	aqfr_type_cd	nwis	20-NOV-2018 20:48:11
saqtyp	M	Conf Multiple	4	Confined multiple aquifers	Y	C713	Aquifer type code	7	21	SAQTYP	 0	 0	SITE	none	493	1	 0		N	0	saqtyp			AQUIFER	 TYPE	 TYPE	--	2	2	2	5	6	1	0	YYYYNY	0		sitefile_##	aqfr_type_cd	nwis	20-NOV-2018 20:48:11
saqtyp	C	Confined Single	3	Confined single aquifer	Y	C713	Aquifer type code	7	21	SAQTYP	 0	 0	SITE	none	493	1	 0		N	0	saqtyp			AQUIFER	 TYPE	 TYPE	--	2	2	2	5	6	1	0	YYYYNY	0		sitefile_##	aqfr_type_cd	nwis	20-NOV-2018 20:48:11
						C714	Aquifer code	7	24	SAQUFR	 0	 0	SITE	none	494	8	 0		N	0	saqufr			AQUIFER	 CODE	 CODE	--	2	2	2	0	6	1	0	YYYYYY	0		sitefile_##	aqfr_cd	nwis	20-NOV-2018 20:48:11
						C715	National aquifer code	8	24	SNAQCD	 0	 0	SITE	none	531	10	 0		N	0	snaqcd		NATIONAL	AQUIFER	  CODE	  CODE	--	2	2	2	0	6	1	0	YYYYYY	0		sitefile_##	nat_aqfr_cd	nwis	20-NOV-2018 20:48:11
						C718	Sequence number of OWNR record	8	10	MGDSEQ	 0	 0	MISC	OWNR	25	3	 0		Y	0				SEQUENCE	 NUMBER	 NUMBER	--	6	6	6	0	0	3	1	YYYYYY	0		site_owner_##	site_owner_nu	nwis	20-NOV-2018 20:48:11
						C721	Sequence number of GEOH record	8	10	LGSEQ	 0	 0	GEOH	GEOH	25	3	 0		Y	0				SEQUENCE	 NUMBER	 NUMBER	--	6	6	6	0	0	5	1	YYYYYY	0		gw_geoh_##	geoh_seq_nu	nwis	20-NOV-2018 20:48:11
						C723	Sequence number of CONS record	6	10	CDRNUM	 0	 0	CONS	CONS	25	3	 0		Y	0				RECORD	NUMBER	NUMBER	--	6	6	6	0	0	2	1	YYYYYY	0		gw_cons_##	cons_seq_nu	nwis	20-NOV-2018 20:48:11
						C724	Sequence number of HOLE record	8	10	CDRNUM	 0	 0	CONS	HOLE	28	3	 0		Y	0				SEQUENCE	 NUMBER	 NUMBER	--	6	6	6	0	0	2	2	YYYYYY	0		gw_hole_##	hole_seq_nu	nwis	20-NOV-2018 20:48:11
