# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select r.*, G.* from gw_reflist r right join gw_gwdd g on g.edit_table_nm = r.gw_ed_tbl_nm ' |# 02/19/2019 21:10:55, llorzol
#
gw_ed_tbl_nm	gw_ref_cd	gw_ref_nm	gw_sort_nu	gw_ref_ds	gw_valid_fg	parameter_cd	parameter_nm	col_width_nu	parameter_tp	parameter_var_nm	mtrc_unit_fc	mtrc_unit_prec_fc	insert_file_nm	insert_subfile_nm	start_byte_nu	parameter_len_nu	parameter_ptr_va	sig_fig_vector_tx	mandatory_fg	special_test_nu	edit_table_nm	head_1_tx	head_2_tx	head_3_tx	english_unit_tx	metric_unit_tx	missing_tx	reflist_insert_cd	reflist_update_cd	reflist_check_cd	valid_codes_nu	edit_table_nm_len_nu	record_type_nu	sub_record_type_nu	edit_option_tx	district_default_opt_nu	district_default_tx	table_nm	column_nm	gwdd_mn	gwdd_md
24s	128s	16s	9n	255s	1s	5s	50s	9n	2s	32s	8s	2s	32s	32s	9n	9n	5s	10s	1s	9n	24s	32s	32s	32s	32s	32s	32s	1s	1s	1s	9n	9n	9n	9n	6s	9n	128s	32s	32s	8s	25d
cdstyp	S	Seepage/Filtratn	15	Seepage or filtration	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdstyp	R	Prch & Seep/Filt	14	Perched & seepage or filtration	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdstyp	P	Perched	12	Perched	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdstyp	O	Perched & Fractr	13	Perched & fracture	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdstyp	L	Fracture & Deprs	11	Fracture & depression	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdstyp	K	Art & Seep/Filtr	10	Artesian & seepage or filtration	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdstyp	J	Artesian & Deprs	9	Artesian & Depression	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdstyp	H	Perched & Tubulr	8	Perched & Tubular	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdstyp	G	Geyser	7	Geyser	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdstyp	F	Fracture	6	Fracture	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdstyp	E	Perched & Deprsn	5	Perched & depression	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdstyp	D	Depression	4	Depression	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdstyp	C	Contact	3	Contact	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdstyp	B	Perched & Contct	2	Perched & contact	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdstyp	A	Artesian	1	Artesian	Y	C173	Type of spring	6	21	CDSTYP	 0	 0	CONS	SPNG	120	1	 0		N	0	cdstyp		 TYPE	  OF	SPRING	SPRING	--	2	2	2	17	6	2	7	YYYYNY	0		gw_spng_##	spng_tp	nwis	20-NOV-2018 20:48:07
cdsprm	Z	Other	7	Other type of flow.	Y	C174	Permanence of spring	5	21	CDSPRM	 0	 0	CONS	SPNG	121	1	 0		N	0	cdsprm		PERM-	 AN-	ENCE	ENCE	--	2	2	2	7	6	2	7	YYYYNY	0		gw_spng_##	permanence_cd	nwis	20-NOV-2018 20:48:07
cdsprm	S	Seasonal	6	Seasonal flow.	Y	C174	Permanence of spring	5	21	CDSPRM	 0	 0	CONS	SPNG	121	1	 0		N	0	cdsprm		PERM-	 AN-	ENCE	ENCE	--	2	2	2	7	6	2	7	YYYYNY	0		gw_spng_##	permanence_cd	nwis	20-NOV-2018 20:48:07
cdsprm	R	Response	5	Response to precipitation.	Y	C174	Permanence of spring	5	21	CDSPRM	 0	 0	CONS	SPNG	121	1	 0		N	0	cdsprm		PERM-	 AN-	ENCE	ENCE	--	2	2	2	7	6	2	7	YYYYNY	0		gw_spng_##	permanence_cd	nwis	20-NOV-2018 20:48:07
cdsprm	P	Perennial	4	Perennial flow.	Y	C174	Permanence of spring	5	21	CDSPRM	 0	 0	CONS	SPNG	121	1	 0		N	0	cdsprm		PERM-	 AN-	ENCE	ENCE	--	2	2	2	7	6	2	7	YYYYNY	0		gw_spng_##	permanence_cd	nwis	20-NOV-2018 20:48:07
cdsprm	I	Intermittent	3	Intermittent flow.	Y	C174	Permanence of spring	5	21	CDSPRM	 0	 0	CONS	SPNG	121	1	 0		N	0	cdsprm		PERM-	 AN-	ENCE	ENCE	--	2	2	2	7	6	2	7	YYYYNY	0		gw_spng_##	permanence_cd	nwis	20-NOV-2018 20:48:07
cdsprm	G	Geyser	2	Geyser flow.	Y	C174	Permanence of spring	5	21	CDSPRM	 0	 0	CONS	SPNG	121	1	 0		N	0	cdsprm		PERM-	 AN-	ENCE	ENCE	--	2	2	2	7	6	2	7	YYYYNY	0		gw_spng_##	permanence_cd	nwis	20-NOV-2018 20:48:07
cdsprm	E	Periodic	1	Periodic - ebb and flow.	Y	C174	Permanence of spring	5	21	CDSPRM	 0	 0	CONS	SPNG	121	1	 0		N	0	cdsprm		PERM-	 AN-	ENCE	ENCE	--	2	2	2	7	6	2	7	YYYYNY	0		gw_spng_##	permanence_cd	nwis	20-NOV-2018 20:48:07
cdssph	W	Subaqueous	2	Subaqueous	Y	C175	Sphere of discharge	9	21	CDSSPH	 0	 0	CONS	SPNG	122	1	 0		N	0	cdssph			SPHERE OF	DISCHARGE	DISCHARGE	--	2	2	2	2	6	2	7	YYYYNY	0		gw_spng_##	disc_sphere_cd	nwis	20-NOV-2018 20:48:07
cdssph	A	Subaerial	1	Subaerial	Y	C175	Sphere of discharge	9	21	CDSSPH	 0	 0	CONS	SPNG	122	1	 0		N	0	cdssph			SPHERE OF	DISCHARGE	DISCHARGE	--	2	2	2	2	6	2	7	YYYYNY	0		gw_spng_##	disc_sphere_cd	nwis	20-NOV-2018 20:48:07
cdsimp	Z	Other	10	Other (explain in remarks).	Y	C176	Improvements	6	21	CDSIMP	 0	 0	CONS	SPNG	123	1	 0		N	0	cdsimp		 IM-	PROVE-	MENTS	MENTS	--	2	2	2	10	6	2	7	YYYYNY	0		gw_spng_##	improvement_cd	nwis	20-NOV-2018 20:48:07
cdsimp	T	Trough	9	Trough.	Y	C176	Improvements	6	21	CDSIMP	 0	 0	CONS	SPNG	123	1	 0		N	0	cdsimp		 IM-	PROVE-	MENTS	MENTS	--	2	2	2	10	6	2	7	YYYYNY	0		gw_spng_##	improvement_cd	nwis	20-NOV-2018 20:48:07
cdsimp	R	Pipe	8	Pipe (not for conduction of water from spring).	Y	C176	Improvements	6	21	CDSIMP	 0	 0	CONS	SPNG	123	1	 0		N	0	cdsimp		 IM-	PROVE-	MENTS	MENTS	--	2	2	2	10	6	2	7	YYYYNY	0		gw_spng_##	improvement_cd	nwis	20-NOV-2018 20:48:07
cdsimp	P	Pond	7	Pond.	Y	C176	Improvements	6	21	CDSIMP	 0	 0	CONS	SPNG	123	1	 0		N	0	cdsimp		 IM-	PROVE-	MENTS	MENTS	--	2	2	2	10	6	2	7	YYYYNY	0		gw_spng_##	improvement_cd	nwis	20-NOV-2018 20:48:07
cdsimp	N	None	6	No improvements.	Y	C176	Improvements	6	21	CDSIMP	 0	 0	CONS	SPNG	123	1	 0		N	0	cdsimp		 IM-	PROVE-	MENTS	MENTS	--	2	2	2	10	6	2	7	YYYYNY	0		gw_spng_##	improvement_cd	nwis	20-NOV-2018 20:48:07
cdsimp	L	Lined	5	Lined.	Y	C176	Improvements	6	21	CDSIMP	 0	 0	CONS	SPNG	123	1	 0		N	0	cdsimp		 IM-	PROVE-	MENTS	MENTS	--	2	2	2	10	6	2	7	YYYYNY	0		gw_spng_##	improvement_cd	nwis	20-NOV-2018 20:48:07
cdsimp	H	Spring house	4	Spring house.	Y	C176	Improvements	6	21	CDSIMP	 0	 0	CONS	SPNG	123	1	 0		N	0	cdsimp		 IM-	PROVE-	MENTS	MENTS	--	2	2	2	10	6	2	7	YYYYNY	0		gw_spng_##	improvement_cd	nwis	20-NOV-2018 20:48:07
cdsimp	G	Gallery	3	Gallery.	Y	C176	Improvements	6	21	CDSIMP	 0	 0	CONS	SPNG	123	1	 0		N	0	cdsimp		 IM-	PROVE-	MENTS	MENTS	--	2	2	2	10	6	2	7	YYYYNY	0		gw_spng_##	improvement_cd	nwis	20-NOV-2018 20:48:07
cdsimp	C	Concrete basin	2	Concrete basin.	Y	C176	Improvements	6	21	CDSIMP	 0	 0	CONS	SPNG	123	1	 0		N	0	cdsimp		 IM-	PROVE-	MENTS	MENTS	--	2	2	2	10	6	2	7	YYYYNY	0		gw_spng_##	improvement_cd	nwis	20-NOV-2018 20:48:07
cdsimp	B	Boxed	1	Boxed or small covered basin.	Y	C176	Improvements	6	21	CDSIMP	 0	 0	CONS	SPNG	123	1	 0		N	0	cdsimp		 IM-	PROVE-	MENTS	MENTS	--	2	2	2	10	6	2	7	YYYYNY	0		gw_spng_##	improvement_cd	nwis	20-NOV-2018 20:48:07
						C177	Number of spring openings	8	11	CDSNOP	 0	 0	CONS	SPNG	124	3	 0		N	0	cdsnop		 NUMBER	   OF	 SPRING	OPENINGS	--	2	2	2	0	6	2	7	YNNNNN	0		gw_spng_##	openings_nu	nwis	20-NOV-2018 20:48:07
						C178	Flow variability	11	11	CDSVAR	 0	 0	CONS	SPNG	127	3	 0		N	0	cdsvar			   FLOW	VARIABILITY	VARIABILITY	--	2	2	2	0	6	2	7	YNNNNN	0		gw_spng_##	disc_variability_va	nwis	20-NOV-2018 20:48:07
cdsacc	Z	Other	6	Determined by other method (explain in remarks).	Y	C179	Accuracy of flow variability	11	21	CDSACC	 0	 0	CONS	SPNG	130	1	 0		N	0	cdsacc		 ACCURACY	  OF FLOW	VARIABILITY	VARIABILITY	--	2	2	2	6	6	2	7	YYYYNY	0		gw_spng_##	disc_variability_cd	nwis	20-NOV-2018 20:48:07
cdsacc	E	Estimated	5	Calculated from less than one year of record, or estimated.	Y	C179	Accuracy of flow variability	11	21	CDSACC	 0	 0	CONS	SPNG	130	1	 0		N	0	cdsacc		 ACCURACY	  OF FLOW	VARIABILITY	VARIABILITY	--	2	2	2	6	6	2	7	YYYYNY	0		gw_spng_##	disc_variability_cd	nwis	20-NOV-2018 20:48:07
cdsacc	D	Calc. intermit	4	Calculated from intermittent measurements made over a period of more than one year.	Y	C179	Accuracy of flow variability	11	21	CDSACC	 0	 0	CONS	SPNG	130	1	 0		N	0	cdsacc		 ACCURACY	  OF FLOW	VARIABILITY	VARIABILITY	--	2	2	2	6	6	2	7	YYYYNY	0		gw_spng_##	disc_variability_cd	nwis	20-NOV-2018 20:48:07
cdsacc	C	Calc. >5 yr	3	Calculated from more than five years of continuous discharge record.	Y	C179	Accuracy of flow variability	11	21	CDSACC	 0	 0	CONS	SPNG	130	1	 0		N	0	cdsacc		 ACCURACY	  OF FLOW	VARIABILITY	VARIABILITY	--	2	2	2	6	6	2	7	YYYYNY	0		gw_spng_##	disc_variability_cd	nwis	20-NOV-2018 20:48:07
cdsacc	B	Calc. 1-5 yr	2	Calculated from one to five years of continuous discharge record.	Y	C179	Accuracy of flow variability	11	21	CDSACC	 0	 0	CONS	SPNG	130	1	 0		N	0	cdsacc		 ACCURACY	  OF FLOW	VARIABILITY	VARIABILITY	--	2	2	2	6	6	2	7	YYYYNY	0		gw_spng_##	disc_variability_cd	nwis	20-NOV-2018 20:48:07
cdsacc	A	Calc. <1 yr	1	Calculated from less than one year of continuous discharge record.	Y	C179	Accuracy of flow variability	11	21	CDSACC	 0	 0	CONS	SPNG	130	1	 0		N	0	cdsacc		 ACCURACY	  OF FLOW	VARIABILITY	VARIABILITY	--	2	2	2	6	6	2	7	YYYYNY	0		gw_spng_##	disc_variability_cd	nwis	20-NOV-2018 20:48:07
						C181	Other data type	5	23	MGDODT	 0	 0	MISC	OTDT	78	38	 0		Y	0	mgdodt		OTHER	DATA	TYPE	TYPE	--	6	6	6	0	6	3	4	YYYYNN	0		gw_otdt_##	otdt_tx	nwis	20-NOV-2018 20:48:07
mgdodl	Z	Other	4	Other (explain in remarks).	Y	C182	Other data location	8	21	MGDODL	 0	 0	MISC	OTDT	116	1	 0		N	0	mgdodl		 OTHER	  DATA	LOCATION	LOCATION	--	2	2	2	4	6	3	4	YYYYNY	0		gw_otdt_##	otdt_loc_cd	nwis	20-NOV-2018 20:48:07
mgdodl	R	Rptg.agency	3	Reporting agency office.	Y	C182	Other data location	8	21	MGDODL	 0	 0	MISC	OTDT	116	1	 0		N	0	mgdodl		 OTHER	  DATA	LOCATION	LOCATION	--	2	2	2	4	6	3	4	YYYYNY	0		gw_otdt_##	otdt_loc_cd	nwis	20-NOV-2018 20:48:07
mgdodl	D	District	2	District office (USGS only).	Y	C182	Other data location	8	21	MGDODL	 0	 0	MISC	OTDT	116	1	 0		N	0	mgdodl		 OTHER	  DATA	LOCATION	LOCATION	--	2	2	2	4	6	3	4	YYYYNY	0		gw_otdt_##	otdt_loc_cd	nwis	20-NOV-2018 20:48:07
mgdodl	C	Cooperator	1	Cooperator's office.	Y	C182	Other data location	8	21	MGDODL	 0	 0	MISC	OTDT	116	1	 0		N	0	mgdodl		 OTHER	  DATA	LOCATION	LOCATION	--	2	2	2	4	6	3	4	YYYYNY	0		gw_otdt_##	otdt_loc_cd	nwis	20-NOV-2018 20:48:07
mmdate	16000101	Minimum-	1	 date	Y	C184	Remark-date	6	31	MGDRDT	 0	 0	MISC	RMKS	78	8	 0		N	15	mmdate			REMARK	 DATE	 DATE	--	2	2	2	-1	6	3	13	YYYYYN	0		gw_rmks_##	rmks_dt	nwis	20-NOV-2018 20:48:07
						C185	Remark	6	23	MGDRMK	 0	 0	MISC	RMKS	86	256	 0		N	0	mgdrmk				REMARK	REMARK	--	2	2	2	0	6	3	13	YYYYNN	0		gw_rmks_##	rmks_tx	nwis	20-NOV-2018 20:48:07
mmdate	16000101	Minimum-	1	 date	Y	C187	Date of visit	5	31	MGDVDT	 0	 0	MISC	VIST	78	8	 0		Y	15	mmdate		DATE	 OF	VISIT	VISIT	--	6	6	6	-1	6	3	5	YYYYYN	0		gw_vist_##	vist_dt	nwis	20-NOV-2018 20:48:07
						C188	Person who made visit	6	23	MGDVPN	 0	 0	MISC	VIST	86	22	 0		N	0	mgdvpn	PERSON	 WHO	 MADE	VISIT	VISIT	--	2	2	2	0	6	3	5	YYYYNN	0		gw_vist_##	vist_person_nm	nwis	20-NOV-2018 20:48:08
						C190	Other identifier	10	23	MGDOID	 0	 0	MISC	OTID	78	15	 0		Y	0	mgdoid			  OTHER	IDENTIFIER	IDENTIFIER	--	6	6	6	0	6	3	3	YYYYNN	0		gw_otid_##	otid_id	nwis	20-NOV-2018 20:48:08
						C191	Assigner of other identifier	10	23	MGDOIA	 0	 0	MISC	OTID	93	15	 0		Y	0	mgdoia		 ASSIGNER	 OF OTHER	IDENTIFIER	IDENTIFIER	--	6	6	6	0	6	3	3	YYYYNN	0		gw_otid_##	assigner_nm	nwis	20-NOV-2018 20:48:08
mmdate	16000101	Minimum-	1	 date	Y	C193	Date and time of water-quality measurement	9	33	MGDQDT	 0	 0	MISC	QVAL	78	12	 0		Y	15	mmdate	DATE/TIME	 QUALITY	PARAMETER	MEASURED	MEASURED	--	6	6	6	-1	6	3	7	YYYYYN	0		qw_sample_##	sample_start_dt	nwis	20-NOV-2018 20:48:08
						C195	Aquifer sampled	7	24	MGDQAQ	 0	 0	MISC	QVAL	90	8	 0		N	0	saqufr			AQUIFER	SAMPLED	SAMPLED	--	2	2	2	0	6	3	7	YYYYYY	0		qw_sample_##	aqfr_cd	nwis	20-NOV-2018 20:48:08
mgdqpc	00940	Chloride	11	Chloride ion (mg/l as Cl)	Y	C196	Water-quality parameter code	9	22	MGDQPC	 0	 0	MISC	QVAL	98	5	 0		Y	0	mgdqpc	 WATER-	 QUALITY	PARAMETER	  CODE	  CODE	--	6	6	6	11	6	3	7	YYYYNY	0		qw_result_##	parameter_cd	nwis	20-NOV-2018 20:48:08
mgdqpc	00445	Carbonate	10	Carbonate ion (mg/l as CO3)	Y	C196	Water-quality parameter code	9	22	MGDQPC	 0	 0	MISC	QVAL	98	5	 0		Y	0	mgdqpc	 WATER-	 QUALITY	PARAMETER	  CODE	  CODE	--	6	6	6	11	6	3	7	YYYYNY	0		qw_result_##	parameter_cd	nwis	20-NOV-2018 20:48:08
mgdqpc	00440	Bicarbonate	9	Bicarbonate ion (mg/l as HCO3)	Y	C196	Water-quality parameter code	9	22	MGDQPC	 0	 0	MISC	QVAL	98	5	 0		Y	0	mgdqpc	 WATER-	 QUALITY	PARAMETER	  CODE	  CODE	--	6	6	6	11	6	3	7	YYYYNY	0		qw_result_##	parameter_cd	nwis	20-NOV-2018 20:48:08
mgdqpc	00430	Alk, Carbonate	8	Alkalinity, carbonate (mg/l as CACO3)	Y	C196	Water-quality parameter code	9	22	MGDQPC	 0	 0	MISC	QVAL	98	5	 0		Y	0	mgdqpc	 WATER-	 QUALITY	PARAMETER	  CODE	  CODE	--	6	6	6	11	6	3	7	YYYYNY	0		qw_result_##	parameter_cd	nwis	20-NOV-2018 20:48:08
mgdqpc	00410	Alk, Titr pH 4.5	7	Alkalinity, titration to pH 4.5 (mg/l as CACO3)	Y	C196	Water-quality parameter code	9	22	MGDQPC	 0	 0	MISC	QVAL	98	5	 0		Y	0	mgdqpc	 WATER-	 QUALITY	PARAMETER	  CODE	  CODE	--	6	6	6	11	6	3	7	YYYYNY	0		qw_result_##	parameter_cd	nwis	20-NOV-2018 20:48:08
mgdqpc	00400	pH	6	pH (standard units)	Y	C196	Water-quality parameter code	9	22	MGDQPC	 0	 0	MISC	QVAL	98	5	 0		Y	0	mgdqpc	 WATER-	 QUALITY	PARAMETER	  CODE	  CODE	--	6	6	6	11	6	3	7	YYYYNY	0		qw_result_##	parameter_cd	nwis	20-NOV-2018 20:48:08
mgdqpc	00300	Dissolved Oxygen	5	Oxygen, dissolved (mg/l)	Y	C196	Water-quality parameter code	9	22	MGDQPC	 0	 0	MISC	QVAL	98	5	 0		Y	0	mgdqpc	 WATER-	 QUALITY	PARAMETER	  CODE	  CODE	--	6	6	6	11	6	3	7	YYYYNY	0		qw_result_##	parameter_cd	nwis	20-NOV-2018 20:48:08
mgdqpc	00095	Conductance	4	Specific conductance (micromhos/cm at 25 deg. C)	Y	C196	Water-quality parameter code	9	22	MGDQPC	 0	 0	MISC	QVAL	98	5	 0		Y	0	mgdqpc	 WATER-	 QUALITY	PARAMETER	  CODE	  CODE	--	6	6	6	11	6	3	7	YYYYNY	0		qw_result_##	parameter_cd	nwis	20-NOV-2018 20:48:08
mgdqpc	00020	Air Temp (C)	3	Temperature, air (deg. C)	Y	C196	Water-quality parameter code	9	22	MGDQPC	 0	 0	MISC	QVAL	98	5	 0		Y	0	mgdqpc	 WATER-	 QUALITY	PARAMETER	  CODE	  CODE	--	6	6	6	11	6	3	7	YYYYNY	0		qw_result_##	parameter_cd	nwis	20-NOV-2018 20:48:08
mgdqpc	00010	Water Temp (C)	2	Temperature, water (deg. C)	Y	C196	Water-quality parameter code	9	22	MGDQPC	 0	 0	MISC	QVAL	98	5	 0		Y	0	mgdqpc	 WATER-	 QUALITY	PARAMETER	  CODE	  CODE	--	6	6	6	11	6	3	7	YYYYNY	0		qw_result_##	parameter_cd	nwis	20-NOV-2018 20:48:08
mgdqpc	00003	Sample Dpth (ft)	1	Sampling depth (feet)	Y	C196	Water-quality parameter code	9	22	MGDQPC	 0	 0	MISC	QVAL	98	5	 0		Y	0	mgdqpc	 WATER-	 QUALITY	PARAMETER	  CODE	  CODE	--	6	6	6	11	6	3	7	YYYYNY	0		qw_result_##	parameter_cd	nwis	20-NOV-2018 20:48:08
						C197	Value of water-quality parameter	9	12	MGDQVL	 0	 0	MISC	QVAL	103	9	 0	3333333332	Y	0	mgdqvl	VALUE OF	 WATER-	 QUALITY	PARAMETER	PARAMETER	--	6	6	6	0	6	3	7	YNNNNN	0		qw_result_##	result_va	nwis	20-NOV-2018 20:48:08
mgdlty	ZT	Fluid	79	Fluid resistivity and temperature log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZR	Normal res	77	Long/short normal resistivity log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZP	Resistance SP	75	Single-point resistance and spontaneous potential log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZN	Normal res SP	73	Long/short normal resistivity and spontaneous potential log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZM	EM Flow Fluid	72	EM Flowmeter, fluid resistivity and temperature log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZI	Gamma induction	68	Gamma and EM induction log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZF	Gamma fluid	65	Gamma, fluid resistivity, and temperature log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	ZE	Elec Gam Fluid	64	Gamma, long/short normal resistivity, spontaneous potential, single-point resistance, fluid resistivity, and temperature log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	WD	Deviation	6	Borehole deviation log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	WC	Casing collar	5	Casing collar log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	OV	Video	54	Video log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	OT	Optical tele	57	Optical televiewer log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
mgdlty	OS	Sidewall video	56	Sidewall video log.	Y	C199	Type of log	9	21	MGDLTY	 0	 0	MISC	LOGS	78	2	 0		Y	0	mgdlty		  TYPE	 OF LOG	AVAILABLE	AVAILABLE	--	6	6	6	86	6	3	8	YYYYNY	0		gw_logs_##	logs_cd	nwis	20-NOV-2018 20:48:08
